------------------------------------------------------ 
:: Shear Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 3 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhs_dmu  dhs_dK  dhs_drho  dls_dmu  dls_dK  dls_drho  dks_dmu  dks_dK  dks_drho 
4780.950550 0.870954 1.751871 0.892361 -0.178181 0.107154 -0.312712 -0.035390 -0.035067 0.598292 -0.055548 0.007529 -0.030918
4809.860540 0.864398 1.733853 0.889561 -0.193171 0.114370 -0.320462 -0.039910 -0.037166 0.606519 -0.060617 0.008266 -0.030702
4838.770530 0.857835 1.715825 0.886757 -0.208339 0.121938 -0.328799 -0.044906 -0.039363 0.614885 -0.065776 0.009035 -0.030483
4867.680520 0.851246 1.697757 0.883934 -0.223663 0.129873 -0.336918 -0.050410 -0.041663 0.623271 -0.071018 0.009839 -0.030061
4896.590510 0.844646 1.679673 0.881104 -0.239108 0.138191 -0.345646 -0.056459 -0.044071 0.631798 -0.076334 0.010676 -0.029627
4925.500500 0.838028 1.661560 0.878263 -0.254644 0.146909 -0.354155 -0.063091 -0.046590 0.640342 -0.081717 0.011549 -0.028973
4954.410490 0.831387 1.643408 0.875407 -0.270237 0.156044 -0.363297 -0.070345 -0.049225 0.649031 -0.087156 0.012459 -0.028294
4983.320480 0.824734 1.625234 0.872545 -0.285845 0.165613 -0.372218 -0.078262 -0.051981 0.657736 -0.092639 0.013406 -0.027378
5012.230470 0.818048 1.607000 0.869661 -0.301440 0.175639 -0.381798 -0.086889 -0.054863 0.666586 -0.098159 0.014393 -0.026424
5041.140460 0.811351 1.588748 0.866771 -0.316965 0.186137 -0.391158 -0.096270 -0.057877 0.675451 -0.103700 0.015418 -0.025214
5070.050450 0.804625 1.570438 0.863863 -0.332388 0.197132 -0.401196 -0.106456 -0.061028 0.684463 -0.109250 0.016485 -0.023950
5098.960440 0.797879 1.552089 0.860944 -0.347652 0.208644 -0.411018 -0.117498 -0.064323 0.693488 -0.114794 0.017594 -0.022409
5127.870430 0.791112 1.533696 0.858011 -0.362707 0.220697 -0.421537 -0.129450 -0.067766 0.702659 -0.120316 0.018746 -0.020797
5156.780420 0.784315 1.515242 0.855060 -0.377506 0.233317 -0.431843 -0.142372 -0.071364 0.711842 -0.125802 0.019943 -0.018886
5185.690410 0.777506 1.496766 0.852103 -0.391975 0.246523 -0.442866 -0.156322 -0.075124 0.721170 -0.131229 0.021186 -0.016884
5214.600400 0.770655 1.478201 0.849120 -0.406078 0.260352 -0.453679 -0.171366 -0.079054 0.730507 -0.136585 0.022476 -0.014558
5243.510390 0.763792 1.459612 0.846131 -0.419722 0.274822 -0.465230 -0.187571 -0.083159 0.739990 -0.141841 0.023814 -0.012121
5272.420380 0.756894 1.440959 0.843121 -0.432860 0.289969 -0.476569 -0.205009 -0.087448 0.749477 -0.146980 0.025202 -0.009332
5301.330370 0.749972 1.422253 0.840096 -0.445407 0.305821 -0.488669 -0.223754 -0.091928 0.759109 -0.151977 0.026641 -0.006409
5330.240360 0.743030 1.403503 0.837059 -0.457283 0.322410 -0.500555 -0.243885 -0.096608 0.768739 -0.156804 0.028133 -0.003105
5359.150350 0.736049 1.384676 0.833998 -0.468423 0.339776 -0.513226 -0.265489 -0.101496 0.778514 -0.161438 0.029679 0.000359
5388.060340 0.729055 1.365824 0.830929 -0.478712 0.357944 -0.525679 -0.288649 -0.106600 0.788281 -0.165842 0.031279 0.004238
5416.970330 0.722018 1.346884 0.827834 -0.488093 0.376966 -0.538938 -0.313463 -0.111932 0.798190 -0.169994 0.032938 0.008303
5445.880320 0.714964 1.327909 0.824728 -0.496439 0.396870 -0.551980 -0.340025 -0.117500 0.808085 -0.173851 0.034654 0.012818
5474.790310 0.707880 1.308871 0.821602 -0.503663 0.417704 -0.565845 -0.368440 -0.123314 0.818118 -0.177382 0.036430 0.017552
5503.700300 0.700765 1.289774 0.818456 -0.509656 0.439511 -0.579492 -0.398819 -0.129386 0.828129 -0.180547 0.038267 0.022773
5532.610290 0.693632 1.270642 0.815298 -0.514286 0.462331 -0.593980 -0.431272 -0.135725 0.838272 -0.183299 0.040166 0.028248
5561.520280 0.686455 1.251431 0.812111 -0.517471 0.486226 -0.608248 -0.465932 -0.142344 0.848386 -0.185604 0.042130 0.034251
5590.430270 0.679268 1.232200 0.808918 -0.519031 0.511230 -0.623376 -0.502912 -0.149255 0.858626 -0.187402 0.044159 0.040546
5619.340260 0.662991 1.215747 0.805695 -0.528630 0.533270 -0.638290 -0.551704 -0.154422 0.868828 -0.191994 0.045808 0.047436
5648.250250 0.642425 1.200737 0.802455 -0.541952 0.553708 -0.654134 -0.610338 -0.158608 0.879155 -0.197945 0.047199 0.054760
5677.160240 0.622177 1.185705 0.799197 -0.553994 0.574493 -0.669805 -0.675185 -0.162786 0.889434 -0.203550 0.048531 0.062826
5706.070230 0.483726 0.997969 0.725625 -0.892787 0.664682 -0.686853 -0.944984 -0.169748 0.899923 -0.300296 0.053571 0.071559
5734.980220 0.479035 0.987167 0.724402 -0.882655 0.693219 -0.705405 -1.014931 -0.177312 0.910745 -0.298201 0.055226 0.081842
5763.890210 0.474371 0.976437 0.723178 -0.868925 0.722710 -0.724582 -1.089342 -0.185113 0.921575 -0.294978 0.056891 0.092734
5792.800200 0.459173 0.946661 0.717880 -0.895667 0.765168 -0.743956 -1.198668 -0.194250 0.932357 -0.302470 0.059234 0.104435
5821.710190 0.440968 0.911369 0.711255 -0.937004 0.814283 -0.764340 -1.330184 -0.204159 0.943211 -0.313328 0.061820 0.116971
5850.620180 0.423241 0.876949 0.704631 -0.978902 0.866494 -0.785238 -1.476630 -0.214497 0.954057 -0.323601 0.064416 0.130541
5879.530170 0.405987 0.843396 0.698006 -1.021153 0.921998 -0.807254 -1.639795 -0.225268 0.964954 -0.333066 0.067011 0.145083
5908.440160 0.389195 0.810692 0.691381 -1.063562 0.981014 -0.829878 -1.821762 -0.236478 0.975814 -0.341475 0.069591 0.160805
5937.350150 0.372861 0.778825 0.684756 -1.105836 1.043767 -0.853732 -2.024854 -0.248131 0.986695 -0.348516 0.072139 0.177655
5966.260140 0.356978 0.747787 0.678131 -1.147636 1.110496 -0.878301 -2.251726 -0.260224 0.997502 -0.353824 0.074636 0.195856
5995.170130 0.311858 0.667541 0.641606 -1.457553 1.248985 -0.905860 -2.829093 -0.275506 1.008586 -0.426317 0.079463 0.216253
6024.080120 0.307695 0.654296 0.638467 -1.413099 1.310610 -0.934376 -3.016897 -0.289641 1.019533 -0.404329 0.081380 0.238082
6052.990110 0.303569 0.641218 0.635328 -1.361271 1.374784 -0.963602 -3.216455 -0.304289 1.030257 -0.379123 0.083252 0.261185
6081.900100 0.299481 0.628309 0.632189 -1.301450 1.441585 -0.993332 -3.428369 -0.319460 1.040707 -0.350409 0.085068 0.285671
6110.810090 0.295428 0.615563 0.629050 -1.233017 1.511115 -1.023762 -3.653305 -0.335164 1.050874 -0.317884 0.086820 0.311559
6139.720080 0.291414 0.602987 0.625912 -1.155269 1.583439 -1.054679 -3.891921 -0.351408 1.060703 -0.281221 0.088495 0.338963
6168.630070 0.257526 0.498335 0.611164 -1.549654 1.945778 -1.089829 -4.746300 -0.405702 1.070801 -0.321215 0.101146 0.368889
6197.540060 0.259009 0.500913 0.611736 -1.382212 1.991211 -1.126222 -4.915331 -0.420489 1.080568 -0.255770 0.100917 0.400660
6226.450050 0.260499 0.503497 0.612307 -1.203335 2.037304 -1.162511 -5.094614 -0.435548 1.089745 -0.187646 0.100651 0.433964
6255.360040 0.261993 0.506091 0.612879 -1.012439 2.084059 -1.198625 -5.284206 -0.450877 1.098295 -0.116629 0.100349 0.468858
6284.270030 0.263492 0.508693 0.613450 -0.808941 2.131496 -1.234493 -5.484126 -0.466480 1.106180 -0.042507 0.100011 0.505402
6313.180020 0.264997 0.511302 0.614021 -0.592274 2.179642 -1.270040 -5.694434 -0.482363 1.113360 0.034930 0.099639 0.543655
6342.090010 0.266507 0.513921 0.614593 -0.361852 2.228499 -1.305190 -5.915210 -0.498526 1.119799 0.115889 0.099232 0.583681
6371.000000 0.104151 0.203285 0.415164 -4.600092 4.609349 -1.388110 -26.618966 -0.531800 1.129509 0.193295 0.100614 0.641811
