------------------------------------------------------ 
:: Potential Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 3 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhp_dmu  dhp_dK  dhp_drho  dlp_dmu  dlp_dK  dlp_drho  dkp_dmu  dkp_dK  dkp_drho 
5677.160240 0.622177 1.185705 0.799197 -0.253466 -0.171270 1.742340 -0.203550 0.048531 0.062826 -0.112600 -0.014468 0.655950
5706.070230 0.483726 0.997969 0.725625 -0.339785 -0.209769 1.771745 -0.300296 0.053571 0.071559 -0.146456 -0.016907 0.667788
5734.980220 0.479035 0.987167 0.724402 -0.313258 -0.215909 1.802414 -0.298201 0.055226 0.081842 -0.138557 -0.017201 0.680288
5763.890210 0.474371 0.976437 0.723178 -0.286926 -0.222112 1.833294 -0.294978 0.056891 0.092734 -0.130717 -0.017484 0.692729
5792.800200 0.459173 0.946661 0.717880 -0.270458 -0.233329 1.864152 -0.302470 0.059234 0.104435 -0.126735 -0.018063 0.705078
5821.710190 0.440968 0.911369 0.711255 -0.256118 -0.246565 1.895510 -0.313328 0.061820 0.116971 -0.123734 -0.018719 0.717463
5850.620180 0.423241 0.876949 0.704631 -0.240547 -0.260219 1.927075 -0.323601 0.064416 0.130541 -0.120436 -0.019345 0.729818
5879.530170 0.405987 0.843396 0.698006 -0.223668 -0.274270 1.959168 -0.333066 0.067011 0.145083 -0.116836 -0.019934 0.742175
5908.440160 0.389195 0.810692 0.691381 -0.205410 -0.288694 1.991478 -0.341475 0.069591 0.160805 -0.112938 -0.020479 0.754458
5937.350150 0.372861 0.778825 0.684756 -0.185691 -0.303455 2.024331 -0.348516 0.072139 0.177655 -0.108748 -0.020973 0.766694
5966.260140 0.356978 0.747787 0.678131 -0.164429 -0.318506 2.057411 -0.353824 0.074636 0.195856 -0.104281 -0.021407 0.778798
5995.170130 0.311858 0.667541 0.641606 -0.166870 -0.360237 2.092304 -0.426317 0.079463 0.216253 -0.112026 -0.022919 0.791213
6024.080120 0.307695 0.654296 0.638467 -0.131588 -0.368240 2.127494 -0.404329 0.081380 0.238082 -0.102340 -0.022865 0.803419
6052.990110 0.303569 0.641218 0.635328 -0.097358 -0.376133 2.162727 -0.379123 0.083252 0.261185 -0.093214 -0.022777 0.815291
6081.900100 0.299481 0.628309 0.632189 -0.064367 -0.383877 2.197848 -0.350409 0.085068 0.285671 -0.084738 -0.022653 0.826769
6110.810090 0.295428 0.615563 0.629050 -0.032817 -0.391436 2.232919 -0.317884 0.086820 0.311559 -0.077012 -0.022490 0.837825
6139.720080 0.291414 0.602987 0.625912 -0.002931 -0.398756 2.267776 -0.281221 0.088495 0.338963 -0.070146 -0.022286 0.848391
6168.630070 0.257526 0.498335 0.611164 0.048708 -0.485102 2.305549 -0.321215 0.101146 0.368889 -0.067592 -0.025217 0.858886
6197.540060 0.259009 0.500913 0.611736 0.077460 -0.477888 2.343657 -0.255770 0.100917 0.400660 -0.060920 -0.024220 0.868851
6226.450050 0.260499 0.503497 0.612307 0.100848 -0.470803 2.380928 -0.187646 0.100651 0.433964 -0.056161 -0.023260 0.878070
6255.360040 0.261993 0.506091 0.612879 0.118656 -0.463836 2.417268 -0.116629 0.100349 0.468858 -0.053362 -0.022334 0.886492
6284.270030 0.263492 0.508693 0.613450 0.130659 -0.456982 2.452581 -0.042507 0.100011 0.505402 -0.052577 -0.021442 0.894066
6313.180020 0.264997 0.511302 0.614021 0.136619 -0.450235 2.486766 0.034930 0.099639 0.543655 -0.053863 -0.020582 0.900738
6342.090010 0.266507 0.513921 0.614593 0.136281 -0.443586 2.519720 0.115889 0.099232 0.583681 -0.057283 -0.019752 0.906452
6371.000000 0.104151 0.203285 0.415164 0.968939 -0.872069 2.581576 0.193295 0.100614 0.641811 -0.062651 -0.019036 0.912074
